scan,25a,25b,100aa,100ab,100ac,100ba,100bb,100bc,250aaa,250aab,250aac,250aba,250abb,250abc,250aca,250acb,250acc,250baa,250bab,250bac,250bba,250bbb,250bbc,250bca,250bcb,250bcc
0.00279947,0.00362382,0.00428031,,,,,,,,,,,,,,,,,,,,,,,,
0.00296744,0.00070901,0.00511187,,,,,,,,,,,,,,,,,,,,,,,,
0.00243554,0.00539197,0.00518189,,,,,,,,,,,,,,,,,,,,,,,,
0.03155007,0.00275726,0.00750149,,,,,,,,,,,,,,,,,,,,,,,,
0.00120377,0.00316866,0.00036763,,,,,,,,,,,,,,,,,,,,,,,,
0.00039193,0.00113792,0.00118168,,,,,,,,,,,,,,,,,,,,,,,,
0.00526301,0.00647736,0.02026365,,,,,,,,,,,,,,,,,,,,,,,,
0.00923826,0.00080529,0.00106789,,,,,,,,,,,,,,,,,,,,,,,,
0.00279947,0.00242463,0.03721858,,,,,,,,,,,,,,,,,,,,,,,,
0.01340948,0.00275726,0.02029866,,,,,,,,,,,,,,,,,,,,,,,,
0.00249153,0.01667484,0.0045079,,,,,,,,,,,,,,,,,,,,,,,,
0.00072786,0.00266972,0.00678373,,,,,,,,,,,,,,,,,,,,,,,,
0.01763668,0.00062148,0.00906831,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,0.00294107,0.01756766,,,,,,,,,,,,,,,,,,,,,,,,
0.29870384,0.00142677,0.0076678,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,0.00103288,0.00052519,,,,,,,,,,,,,,,,,,,,,,,,
0.04577139,0.00263471,0.03201043,,,,,,,,,,,,,,,,,,,,,,,,
0.01142185,0.00163685,0.00647736,,,,,,,,,,,,,,,,,,,,,,,,
0.01573304,0.00524316,0.0204037,,,,,,,,,,,,,,,,,,,,,,,,
0.03384564,0.00884948,0.00244214,,,,,,,,,,,,,,,,,,,,,,,,
0.00047591,0.00281853,0.00277476,,,,,,,,,,,,,,,,,,,,,,,,
0.00641079,0.00319492,0.0094447,,,,,,,,,,,,,,,,,,,,,,,,
0.0037233,0.00073527,0.00453415,,,,,,,,,,,,,,,,,,,,,,,,
0.00573892,0.00262596,0.03170407,,,,,,,,,,,,,,,,,,,,,,,,
0.01853252,0.01356745,0.00154932,,,,,,,,,,,,,,,,,,,,,,,,
0.02435542,0.00358881,0.02987465,,,,,,,,,,,,,,,,,,,,,,,,
0.00089583,0.00022758,0.01469661,,,,,,,,,,,,,,,,,,,,,,,,
0.01066599,0.0710847,0.00169812,,,,,,,,,,,,,,,,,,,,,,,,
0.01772067,0.00377263,0.00070026,,,,,,,,,,,,,,,,,,,,,,,,
0.00221158,0.01396135,0.01455656,,,,,,,,,,,,,,,,,,,,,,,,
0.04126424,0.00393894,0.00011379,,,,,,,,,,,,,,,,,,,,,,,,
0.00492707,0.00011379,0.00112041,,,,,,,,,,,,,,,,,,,,,,,,
0.00946222,0.00659116,0.00538321,,,,,,,,,,,,,,,,,,,,,,,,
0.00055989,0.01710374,0.00062148,,,,,,,,,,,,,,,,,,,,,,,,
0.02704292,0.05014705,0.00334372,,,,,,,,,,,,,,,,,,,,,,,,
0.03300579,0.00544449,0.00161059,,,,,,,,,,,,,,,,,,,,,,,,
0.02567117,0.00292357,0.00077028,,,,,,,,,,,,,,,,,,,,,,,,
0.00207161,0.00096285,0.01155422,,,,,,,,,,,,,,,,,,,,,,,,
0.00501106,0.0005602,0.00189069,,,,,,,,,,,,,,,,,,,,,,,,
0.01965231,0.02176044,0.00283604,,,,,,,,,,,,,,,,,,,,,,,,
0.03611321,0.00618851,0.00031512,,,,,,,,,,,,,,,,,,,,,,,,
0.06816718,0.00898953,0.00550576,,,,,,,,,,,,,,,,,,,,,,,,
0.00604686,0.06980673,0.02584818,,,,,,,,,,,,,,,,,,,,,,,,
0.00226757,0.00991737,0.00670495,,,,,,,,,,,,,,,,,,,,,,,,
0.00725064,0.00081405,0.01747138,,,,,,,,,,,,,,,,,,,,,,,,
0.00548697,0.00575085,0.17774238,,,,,,,,,,,,,,,,,,,,,,,,
0.01296156,0.00081405,0.01291972,,,,,,,,,,,,,,,,,,,,,,,,
0.0154251,0.02421134,0.00459543,,,,,,,,,,,,,,,,,,,,,,,,
0.00369531,0.03203669,0.00042891,,,,,,,,,,,,,,,,,,,,,,,,
0.00918227,0.00540947,0.00343125,,,,,,,,,,,,,,,,,,,,,,,,
0.00198763,0.00475298,0.00555828,,,,,,,,,,,,,,,,,,,,,,,,
0.00145573,0.0001488,0.01532684,,,,,,,,,,,,,,,,,,,,,,,,
0.00873436,0.00673121,0.00735268,,,,,,,,,,,,,,,,,,,,,,,,
0.00249153,0.01256083,0.00277476,,,,,,,,,,,,,,,,,,,,,,,,
0.01472523,0.0056108,0.01186933,,,,,,,,,,,,,,,,,,,,,,,,
0.02651102,0.00458667,7.003E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.00092383,0.00252092,0.00127797,,,,,,,,,,,,,,,,,,,,,,,,
0.00613085,0.00155807,0.01045131,,,,,,,,,,,,,,,,,,,,,,,,
0.03633717,3.501E-05,0.00204825,,,,,,,,,,,,,,,,,,,,,,,,
0.00134375,0.00265222,0.0080792,,,,,,,,,,,,,,,,,,,,,,,,
0.00848241,0.03322713,0.00081405,,,,,,,,,,,,,,,,,,,,,,,,
0.00999412,0.00388642,8.753E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.0069147,0.02154161,0.01662232,,,,,,,,,,,,,,,,,,,,,,,,
0.00041992,0.00979483,0.0339624,,,,,,,,,,,,,,,,,,,,,,,,
0.00181966,0.00157558,0.00433283,,,,,,,,,,,,,,,,,,,,,,,,
0.02102405,0.00258219,0.03390112,,,,,,,,,,,,,,,,,,,,,,,,
0.01590101,4.377E-05,0.01921326,,,,,,,,,,,,,,,,,,,,,,,,
0.00646678,0.00419278,0.04266307,,,,,,,,,,,,,,,,,,,,,,,,
0.03902466,0.00585589,0.01713,,,,,,,,,,,,,,,,,,,,,,,,
0.00030794,0.0023196,0.06043206,,,,,,,,,,,,,,,,,,,,,,,,
0.00215559,0.00707258,0.00356255,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,0.00210952,0.02158538,,,,,,,,,,,,,,,,,,,,,,,,
0.01133787,0.00435909,0.0016456,,,,,,,,,,,,,,,,,,,,,,,,
0.01422133,0.00431533,0.0001488,,,,,,,,,,,,,,,,,,,,,,,,
0.00361132,0.00354504,0.05943419,,,,,,,,,,,,,,,,,,,,,,,,
0.01984827,0.00092784,0.03592311,,,,,,,,,,,,,,,,,,,,,,,,
0.02046415,0.00036763,0.0023371,,,,,,,,,,,,,,,,,,,,,,,,
0.0058509,0.01214068,0.00307237,,,,,,,,,,,,,,,,,,,,,,,,
0.00559895,0.01488043,0.01579076,,,,,,,,,,,,,,,,,,,,,,,,
0.03174603,0.01208816,0.00642485,,,,,,,,,,,,,,,,,,,,,,,,
0.00543098,0.0067137,0.00019257,,,,,,,,,,,,,,,,,,,,,,,,
0.00442317,0.00500683,0.00234586,,,,,,,,,,,,,,,,,,,,,,,,
0.00274348,0.00842933,0.00060397,,,,,,,,,,,,,,,,,,,,,,,,
0.00974217,0.00093659,4.377E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.00257552,0.00203949,0.01415392,,,,,,,,,,,,,,,,,,,,,,,,
0.03857675,0.00371135,0.00017506,,,,,,,,,,,,,,,,,,,,,,,,
0.13107136,0.05942544,0.00393894,,,,,,,,,,,,,,,,,,,,,,,,
0.00218359,0.00101537,0.00141802,,,,,,,,,,,,,,,,,,,,,,,,
0.00417122,0.02294212,0.00220581,,,,,,,,,,,,,,,,,,,,,,,,
0.00123177,0.00029761,0.00268723,,,,,,,,,,,,,,,,,,,,,,,,
0.00582291,0.00486678,0.00189944,,,,,,,,,,,,,,,,,,,,,,,,
0.00369531,0.00021008,0.00184692,,,,,,,,,,,,,,,,,,,,,,,,
0.01928837,0.00176815,0.02107769,,,,,,,,,,,,,,,,,,,,,,,,
0.00725064,0.02639088,0.00430657,,,,,,,,,,,,,,,,,,,,,,,,
0.01119789,0.00294107,0.00038514,,,,,,,,,,,,,,,,,,,,,,,,
0.10660396,0.16863905,0.00079654,,,,,,,,,,,,,,,,,,,,,,,,
0.00767056,0.00126921,0.00963727,,,,,,,,,,,,,,,,,,,,,,,,
0.00078385,6.127E-05,0.0063023,,,,,,,,,,,,,,,,,,,,,,,,
0.00439517,0.00486678,0.00239838,,,,,,,,,,,,,,,,,,,,,,,,
0.00540298,0.00662617,0.00104163,,,,,,,,,,,,,,,,,,,,,,,,
0.04929873,0.00304611,0.02463149,,,,,,,,,,,,,,,,,,,,,,,,
0.00562694,0.00074402,0.01008368,,,,,,,,,,,,,,,,,,,,,,,,
0.01772067,0.00025384,0.01106404,,,,,,,,,,,,,,,,,,,,,,,,
0.00100781,0.04772242,0.00012254,,,,,,,,,,,,,,,,,,,,,,,,
0.00613085,0.00717762,0.01511677,,,,,,,,,,,,,,,,,,,,,,,,
0.00047591,0.01008368,0.01152796,,,,,,,,,,,,,,,,,,,,,,,,
0.00419921,0.00714261,0.00939218,,,,,,,,,,,,,,,,,,,,,,,,
0.00078385,0.0578061,0.00010504,,,,,,,,,,,,,,,,,,,,,,,,
0.02373954,0.00666118,0.00221456,,,,,,,,,,,,,,,,,,,,,,,,
0.00604686,0.01532684,0.05749974,,,,,,,,,,,,,,,,,,,,,,,,
0.00047591,0.00299359,0.00056896,,,,,,,,,,,,,,,,,,,,,,,,
0.01973629,0.00925213,0.03594062,,,,,,,,,,,,,,,,,,,,,,,,
0.00109179,0.00603095,0.00035888,,,,,,,,,,,,,,,,,,,,,,,,
0.00604686,0.00371135,0.03502153,,,,,,,,,,,,,,,,,,,,,,,,
0.00473111,0.00378138,0.00116417,,,,,,,,,,,,,,,,,,,,,,,,
0.01147784,0.00814922,0.00068275,,,,,,,,,,,,,,,,,,,,,,,,
0.01340948,0.00048143,0.02440391,,,,,,,,,,,,,,,,,,,,,,,,
0.00198763,0.02915689,0.00695004,,,,,,,,,,,,,,,,,,,,,,,,
0.00109179,0.00154056,0.00042891,,,,,,,,,,,,,,,,,,,,,,,,
0.01220571,0.00019257,0.00182942,,,,,,,,,,,,,,,,,,,,,,,,
0.01895244,0.00758027,0.00919961,,,,,,,,,,,,,,,,,,,,,,,,
0.01433331,0.00235461,0.01468786,,,,,,,,,,,,,,,,,,,,,,,,
0.00473111,0.00182066,0.01430272,,,,,,,,,,,,,,,,,,,,,,,,
0.0196803,0.00021008,0.00867442,,,,,,,,,,,,,,,,,,,,,,,,
0.02385152,4.377E-05,0.00059522,,,,,,,,,,,,,,,,,,,,,,,,
0.00209961,0.00975106,0.00305487,,,,,,,,,,,,,,,,,,,,,,,,
0.02211584,0.00016631,0.00634607,,,,,,,,,,,,,,,,,,,,,,,,
0.02721088,0.00133924,0.00029761,,,,,,,,,,,,,,,,,,,,,,,,
0.00251953,0.0015143,0.00563706,,,,,,,,,,,,,,,,,,,,,,,,
0.03801685,0.01509926,0.00105038,,,,,,,,,,,,,,,,,,,,,,,,
0.00579491,0.00917335,0.00011379,,,,,,,,,,,,,,,,,,,,,,,,
0.07177851,0.01925703,0.00100662,,,,,,,,,,,,,,,,,,,,,,,,
0.00509504,0.00850811,0.02029866,,,,,,,,,,,,,,,,,,,,,,,,
0.01340948,0.00814922,0.01512552,,,,,,,,,,,,,,,,,,,,,,,,
0.02908653,0.00757151,0.00456041,,,,,,,,,,,,,,,,,,,,,,,,
0.00131575,0.00066524,0.00885823,,,,,,,,,,,,,,,,,,,,,,,,
0.06547969,0.04428241,0.00443787,,,,,,,,,,,,,,,,,,,,,,,,
0.00176367,0.00039389,0.00307237,,,,,,,,,,,,,,,,,,,,,,,,
0.02824669,0.01350618,0.0008228,,,,,,,,,,,,,,,,,,,,,,,,
0.03420957,0.02966458,0.00197822,,,,,,,,,,,,,,,,,,,,,,,,
0.01091795,0.01339239,0.00135675,,,,,,,,,,,,,,,,,,,,,,,,
0.01136586,0.02496411,0.00094535,,,,,,,,,,,,,,,,,,,,,,,,
0.00285546,0.00212703,0.03406743,,,,,,,,,,,,,,,,,,,,,,,,
0.05184625,0.11062288,0.0015143,,,,,,,,,,,,,,,,,,,,,,,,
0.06349206,0.00365884,0.00922587,,,,,,,,,,,,,,,,,,,,,,,,
0.00207161,0.00622352,0.00025384,,,,,,,,,,,,,,,,,,,,,,,,
0.01108592,0.00238087,0.0069763,,,,,,,,,,,,,,,,,,,,,,,,
0.00699868,0.00112916,0.0002626,,,,,,,,,,,,,,,,,,,,,,,,
0.09215867,0.00032387,0.00989986,,,,,,,,,,,,,,,,,,,,,,,,
0.00666275,0.00161934,0.00320367,,,,,,,,,,,,,,,,,,,,,,,,
0.00075586,0.0268548,0.00084906,,,,,,,,,,,,,,,,,,,,,,,,
0.00422721,0.00031512,0.02526172,,,,,,,,,,,,,,,,,,,,,,,,
0.01097394,0.01488918,0.01552817,,,,,,,,,,,,,,,,,,,,,,,,
0.01598499,0.00157558,0.00348377,,,,,,,,,,,,,,,,,,,,,,,,
0.00405924,0.00248591,0.00060397,,,,,,,,,,,,,,,,,,,,,,,,
0.02452339,0.00440286,0.00360632,,,,,,,,,,,,,,,,,,,,,,,,
0.01346547,7.003E-05,0.00453415,,,,,,,,,,,,,,,,,,,,,,,,
0.03961255,0.04134134,0.0115192,,,,,,,,,,,,,,,,,,,,,,,,
0.03762493,0.00035888,0.00092784,,,,,,,,,,,,,,,,,,,,,,,,
0.01284958,0.03097756,0.00512937,,,,,,,,,,,,,,,,,,,,,,,,
0.04403572,0.0319054,0.00020132,,,,,,,,,,,,,,,,,,,,,,,,
0.00061588,0.00103288,0.0002801,,,,,,,,,,,,,,,,,,,,,,,,
0.00898631,0.00696754,4.377E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.00629882,0.00709884,0.00072652,,,,,,,,,,,,,,,,,,,,,,,,
0.00993813,0.00040265,0.00130423,,,,,,,,,,,,,,,,,,,,,,,,
0.00296744,0.14827037,0.00037639,,,,,,,,,,,,,,,,,,,,,,,,
0.01735674,0.00109415,0.00519064,,,,,,,,,,,,,,,,,,,,,,,,
0.04207609,0.02373866,0.01407514,,,,,,,,,,,,,,,,,,,,,,,,
0.00349934,0.03767375,0.0005427,,,,,,,,,,,,,,,,,,,,,,,,
0.00170768,0.00817548,0.00147054,,,,,,,,,,,,,,,,,,,,,,,,
0.00170768,7.003E-05,0.00633731,,,,,,,,,,,,,,,,,,,,,,,,
0.00394726,0.01914324,0.01326109,,,,,,,,,,,,,,,,,,,,,,,,
0.00347135,0.00456041,0.00451665,,,,,,,,,,,,,,,,,,,,,,,,
0.00447916,0.03117888,0.00238962,,,,,,,,,,,,,,,,,,,,,,,,
0.00375129,0.0213578,3.501E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.00036393,0.02537551,0.00046392,,,,,,,,,,,,,,,,,,,,,,,,
0.00215559,0.00647736,0.00021008,,,,,,,,,,,,,,,,,,,,,,,,
0.00887433,0.05731592,0.00235461,,,,,,,,,,,,,,,,,,,,,,,,
0.00072786,0.00017506,0.00132173,,,,,,,,,,,,,,,,,,,,,,,,
0.00355533,0.00150555,0.01226323,,,,,,,,,,,,,,,,,,,,,,,,
0.0026595,0.0439673,0.00231084,,,,,,,,,,,,,,,,,,,,,,,,
0.00391926,0.00331746,0.00012254,,,,,,,,,,,,,,,,,,,,,,,,
0.01766468,0.00107664,0.00111166,,,,,,,,,,,,,,,,,,,,,,,,
0.00529101,0.0031599,0.01280592,,,,,,,,,,,,,,,,,,,,,,,,
0.00302343,0.01488043,0.00046392,,,,,,,,,,,,,,,,,,,,,,,,
0.0175527,0.01956339,0.00682749,,,,,,,,,,,,,,,,,,,,,,,,
0.0553456,0.01359371,0.00292357,,,,,,,,,,,,,,,,,,,,,,,,
0.0010638,0.00332621,0.00137425,,,,,,,,,,,,,,,,,,,,,,,,
0.01480922,0.00872694,0.0004114,,,,,,,,,,,,,,,,,,,,,,,,
0.01517315,0.00156682,0.01516053,,,,,,,,,,,,,,,,,,,,,,,,
0.00867837,0.00864816,4.377E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.00400325,0.00579462,0.00277476,,,,,,,,,,,,,,,,,,,,,,,,
0.00307942,0.01504674,0.00548825,,,,,,,,,,,,,,,,,,,,,,,,
0.00173567,0.0002801,0.00365008,,,,,,,,,,,,,,,,,,,,,,,,
0.00047591,0.0001488,0.00497181,,,,,,,,,,,,,,,,,,,,,,,,
0.00221158,0.01024124,0.00161934,,,,,,,,,,,,,,,,,,,,,,,,
0.00120377,0.0061535,0.01052134,,,,,,,,,,,,,,,,,,,,,,,,
0.01279359,0.01818039,5.252E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.00338736,0.05965302,0.00474423,,,,,,,,,,,,,,,,,,,,,,,,
0.00139974,0.00288855,0.0201236,,,,,,,,,,,,,,,,,,,,,,,,
0.00310742,0.00167186,0.00346627,,,,,,,,,,,,,,,,,,,,,,,,
0.02452339,0.00668744,0.00407024,,,,,,,,,,,,,,,,,,,,,,,,
0.00422721,0.00063898,0.00828928,,,,,,,,,,,,,,,,,,,,,,,,
0.01979228,0.00417527,0.00115542,,,,,,,,,,,,,,,,,,,,,,,,
0.00534699,0.01306852,0.00237212,,,,,,,,,,,,,,,,,,,,,,,,
0.00517903,0.00780785,0.00805294,,,,,,,,,,,,,,,,,,,,,,,,
0.03997648,0.00257344,0.00064774,,,,,,,,,,,,,,,,,,,,,,,,
0.00067187,0.00672245,0.00015756,,,,,,,,,,,,,,,,,,,,,,,,
0.07348618,0.00516439,0.00017506,,,,,,,,,,,,,,,,,,,,,,,,
5.599E-05,0.00525192,0.00501558,,,,,,,,,,,,,,,,,,,,,,,,
0.01413734,0.00265222,0.00091033,,,,,,,,,,,,,,,,,,,,,,,,
0.00949022,0.0001488,0.00046392,,,,,,,,,,,,,,,,,,,,,,,,
0.00554296,0.00010504,0.00049018,,,,,,,,,,,,,,,,,,,,,,,,
0.00058789,0.00451665,0.00045517,,,,,,,,,,,,,,,,,,,,,,,,
0.00445116,0.00400896,0.00628479,,,,,,,,,,,,,,,,,,,,,,,,
0.00209961,0.00043766,0.00059522,,,,,,,,,,,,,,,,,,,,,,,,
0.01214972,0.00358881,0.00216204,,,,,,,,,,,,,,,,,,,,,,,,
0.0037233,0.00038514,0.00115542,,,,,,,,,,,,,,,,,,,,,,,,
0.00702668,0.01090648,0.00526942,,,,,,,,,,,,,,,,,,,,,,,,
0.00299544,0.01158923,0.00046392,,,,,,,,,,,,,,,,,,,,,,,,
0.00643879,0.03182662,0.00739645,,,,,,,,,,,,,,,,,,,,,,,,
0.00246354,0.01682364,0.00042015,,,,,,,,,,,,,,,,,,,,,,,,
0.00688671,0.00320367,7.003E-05,,,,,,,,,,,,,,,,,,,,,,,,
0.00092383,0.00238087,0.00172438,,,,,,,,,,,,,,,,,,,,,,,,
0.00125976,0.00585589,0.000674,,,,,,,,,,,,,,,,,,,,,,,,
0.00072786,0.01298974,0.00029761,,,,,,,,,,,,,,,,,,,,,,,,
0.00498306,0.00783411,0.00068275,,,,,,,,,,,,,,,,,,,,,,,,
0.0643879,0.01256959,0.00134799,,,,,,,,,,,,,,,,,,,,,,,,
1.43111895,0.01012745,0.00016631,,,,,,,,,,,,,,,,,,,,,,,,
0.01108592,0.02320472,0.00593467,,,,,,,,,,,,,,,,,,,,,,,,
0.00156771,0.00085781,0.0012342,,,,,,,,,,,,,,,,,,,,,,,,
0.00876235,0.00207451,0.00129547,,,,,,,,,,,,,,,,,,,,,,,,
0.02379553,0.00080529,0.00182066,,,,,,,,,,,,,,,,,,,,,,,,
0.01990426,0.02020237,0.00287105,,,,,,,,,,,,,,,,,,,,,,,,
0.00153971,0.00747523,0.00049018,,,,,,,,,,,,,,,,,,,,,,,,
0.00562694,0.00050769,0.00021008,,,,,,,,,,,,,,,,,,,,,,,,
0.01948434,0.03482896,0.00034137,,,,,,,,,,,,,,,,,,,,,,,,
0.00601887,0.01100277,0.0001488,,,,,,,,,,,,,,,,,,,,,,,,
0.03261387,0.02175169,0.00174189,,,,,,,,,,,,,,,,,,,,,,,,
0.02463537,0.00407024,0.00094535,,,,,,,,,,,,,,,,,,,,,,,,
0.00145573,0.01677987,0.0002801,,,,,,,,,,,,,,,,,,,,,,,,
0.00839842,0.002057,0.00207451,,,,,,,,,,,,,,,,,,,,,,,,
0.03166205,0.01759392,0.00154932,,,,,,,,,,,,,,,,,,,,,,,,
0.0170208,0.00669619,0.00184692,,,,,,,,,,,,,,,,,,,,,,,,
0.01178578,0.00364133,0.00031512,,,,,,,,,,,,,,,,,,,,,,,,
0.00123177,0.01442527,0.00043766,,,,,,,,,,,,,,,,,,,,,,,,
0.00310742,0.00612724,,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,0.0005427,,,,,,,,,,,,,,,,,,,,,,,,,
0.00330338,0.00438535,,,,,,,,,,,,,,,,,,,,,,,,,
0.02110803,0.24485312,,,,,,,,,,,,,,,,,,,,,,,,,
0.04017245,0.00650362,,,,,,,,,,,,,,,,,,,,,,,,,
0.00680272,0.00525192,,,,,,,,,,,,,,,,,,,,,,,,,
0.02802273,0.00994363,,,,,,,,,,,,,,,,,,,,,,,,,
0.00431119,0.00292357,,,,,,,,,,,,,,,,,,,,,,,,,
0.00223958,0.0393106,,,,,,,,,,,,,,,,,,,,,,,,,
0.00641079,0.00842933,,,,,,,,,,,,,,,,,,,,,,,,,
0.00061588,0.01916074,,,,,,,,,,,,,,,,,,,,,,,,,
0.00131575,0.00349252,,,,,,,,,,,,,,,,,,,,,,,,,
0.01144985,0.00349252,,,,,,,,,,,,,,,,,,,,,,,,,
0.00156771,0.01769896,,,,,,,,,,,,,,,,,,,,,,,,,
0.01618096,0.00014005,,,,,,,,,,,,,,,,,,,,,,,,,
0.00551496,0.00390392,,,,,,,,,,,,,,,,,,,,,,,,,
0.00142773,0.0045254,,,,,,,,,,,,,,,,,,,,,,,,,
0.00341536,0.00664367,,,,,,,,,,,,,,,,,,,,,,,,,
0.00884634,0.11752039,,,,,,,,,,,,,,,,,,,,,,,,,
0.03574928,0.00195196,,,,,,,,,,,,,,,,,,,,,,,,,
0.00125976,0.0001313,,,,,,,,,,,,,,,,,,,,,,,,,
0.00293945,0.00088407,,,,,,,,,,,,,,,,,,,,,,,,,
0.10030514,0.00174189,,,,,,,,,,,,,,,,,,,,,,,,,
0.02413146,0.05007703,,,,,,,,,,,,,,,,,,,,,,,,,
0.00842642,0.0117818,,,,,,,,,,,,,,,,,,,,,,,,,
0.00873436,0.02474528,,,,,,,,,,,,,,,,,,,,,,,,,
0.00428319,0.00222331,,,,,,,,,,,,,,,,,,,,,,,,,
0.00198763,0.00091033,,,,,,,,,,,,,,,,,,,,,,,,,
0.00198763,0.00786912,,,,,,,,,,,,,,,,,,,,,,,,,
0.00114778,0.01212317,,,,,,,,,,,,,,,,,,,,,,,,,
0.00495507,0.01363748,,,,,,,,,,,,,,,,,,,,,,,,,
0.0031914,0.01256083,,,,,,,,,,,,,,,,,,,,,,,,,
0.00268749,0.00105914,,,,,,,,,,,,,,,,,,,,,,,,,
0.01052602,0.00245965,,,,,,,,,,,,,,,,,,,,,,,,,
0.16990006,4.377E-05,,,,,,,,,,,,,,,,,,,,,,,,,
0.04213208,0.01550191,,,,,,,,,,,,,,,,,,,,,,,,,
0.02648302,0.07159238,,,,,,,,,,,,,,,,,,,,,,,,,
0.00641079,0.00209201,,,,,,,,,,,,,,,,,,,,,,,,,
0.00842642,0.03292077,,,,,,,,,,,,,,,,,,,,,,,,,
0.00078385,0.0108277,,,,,,,,,,,,,,,,,,,,,,,,,
0.00111979,0.00068275,,,,,,,,,,,,,,,,,,,,,,,,,
0.00170768,0.01212317,,,,,,,,,,,,,,,,,,,,,,,,,
0.00313541,0.00059522,,,,,,,,,,,,,,,,,,,,,,,,,
0.00148372,0.0021883,,,,,,,,,,,,,,,,,,,,,,,,,
0.0031914,0.00068275,,,,,,,,,,,,,,,,,,,,,,,,,
0.00475911,0.03208921,,,,,,,,,,,,,,,,,,,,,,,,,
0.03115814,0.00544449,,,,,,,,,,,,,,,,,,,,,,,,,
0.00993813,0.00414901,,,,,,,,,,,,,,,,,,,,,,,,,
0.07832927,0.00154932,,,,,,,,,,,,,,,,,,,,,,,,,
0.01584502,0.03526662,,,,,,,,,,,,,,,,,,,,,,,,,
0.00316341,0.34554112,,,,,,,,,,,,,,,,,,,,,,,,,
0.05288206,0.01392633,,,,,,,,,,,,,,,,,,,,,,,,,
0.00979816,0.01195686,,,,,,,,,,,,,,,,,,,,,,,,,
0.00167968,0.01085396,,,,,,,,,,,,,,,,,,,,,,,,,
0.00089583,0.00292357,,,,,,,,,,,,,,,,,,,,,,,,,
0.00548697,0.02334477,,,,,,,,,,,,,,,,,,,,,,,,,
0.0063828,0.00032387,,,,,,,,,,,,,,,,,,,,,,,,,
0.03860474,0.00386891,,,,,,,,,,,,,,,,,,,,,,,,,
0.00422721,4.377E-05,,,,,,,,,,,,,,,,,,,,,,,,,
0.00330338,0.03677217,,,,,,,,,,,,,,,,,,,,,,,,,
0.00209961,0.0052169,,,,,,,,,,,,,,,,,,,,,,,,,
0.02721088,0.0052169,,,,,,,,,,,,,,,,,,,,,,,,,
0.00411523,0.01077518,,,,,,,,,,,,,,,,,,,,,,,,,
0.00229557,0.00135675,,,,,,,,,,,,,,,,,,,,,,,,,
0.04064836,0.02073632,,,,,,,,,,,,,,,,,,,,,,,,,
0.01200974,0.01268338,,,,,,,,,,,,,,,,,,,,,,,,,
0.00708267,0.0004114,,,,,,,,,,,,,,,,,,,,,,,,,
0.00167968,2.626E-05,,,,,,,,,,,,,,,,,,,,,,,,,
0.01763668,0.00215329,,,,,,,,,,,,,,,,,,,,,,,,,
0.01052602,0.00237212,,,,,,,,,,,,,,,,,,,,,,,,,
0.00730663,0.00386016,,,,,,,,,,,,,,,,,,,,,,,,,
0.00134375,0.00726515,,,,,,,,,,,,,,,,,,,,,,,,,
0.01346547,0.00329995,,,,,,,,,,,,,,,,,,,,,,,,,
0.00044792,0.00038514,,,,,,,,,,,,,,,,,,,,,,,,,
0.00148372,0.02504289,,,,,,,,,,,,,,,,,,,,,,,,,
0.00484309,0.01009243,,,,,,,,,,,,,,,,,,,,,,,,,
0.00151172,5.252E-05,,,,,,,,,,,,,,,,,,,,,,,,,
0.00543098,0.00469171,,,,,,,,,,,,,,,,,,,,,,,,,
0.00103581,0.01205315,,,,,,,,,,,,,,,,,,,,,,,,,
0.00554296,0.00089283,,,,,,,,,,,,,,,,,,,,,,,,,
0.01161782,0.01436399,,,,,,,,,,,,,,,,,,,,,,,,,
0.00327538,0.01289346,,,,,,,,,,,,,,,,,,,,,,,,,
0.03580527,0.0169812,,,,,,,,,,,,,,,,,,,,,,,,,
0.02256376,0.00924337,,,,,,,,,,,,,,,,,,,,,,,,,
0.00803449,0.00103288,,,,,,,,,,,,,,,,,,,,,,,,,
0.02166793,0.00721263,,,,,,,,,,,,,,,,,,,,,,,,,
0.00657876,0.01445152,,,,,,,,,,,,,,,,,,,,,,,,,
0.00573892,0.0269861,,,,,,,,,,,,,,,,,,,,,,,,,
0.01175779,0.02237317,,,,,,,,,,,,,,,,,,,,,,,,,
0.0021276,0.00088407,,,,,,,,,,,,,,,,,,,,,,,,,
0.00162369,0.00010504,,,,,,,,,,,,,,,,,,,,,,,,,
0.00968618,0.00047267,,,,,,,,,,,,,,,,,,,,,,,,,
0.02827468,0.04060607,,,,,,,,,,,,,,,,,,,,,,,,,
0.1127628,0.00014005,,,,,,,,,,,,,,,,,,,,,,,,,
0.06259623,0.00118168,,,,,,,,,,,,,,,,,,,,,,,,,
